gt_status,n,pct,mean_total_score,mean_a_entropy,mean_a_gap12
mapped,1343,68.1725888324873,49.36783320923306,0.8160834758903524,0.44333513919501766
unmappable,627,31.827411167512693,32.984051036682615,0.7965261275197126,0.5591823891481426
