,Dim1,Dim2
성학대,-0.8227631763197074,-0.07375699757322304
신체학대,0.29488076746806985,-0.24888046658895457
정서학대,0.16227141051150004,0.015569293432628395
방임,0.14480112076181975,0.6722788173837811
