,Dim1,Dim2
성학대,-1.0810609863264729,-0.16868017539697186
신체학대,0.4193458821141647,-0.293014532797568
정서학대,0.10690972410593456,0.15194101050518402
방임,0.10943320798451844,0.9629404356275774
