,Dim1,Dim2
성학대,-0.8010085914671355,-0.037849872887435014
신체학대,0.2672191135156401,-0.27659696255279737
정서학대,0.15306063991643937,0.09536562123069148
방임,0.20344270330644534,0.6348497219683563
