,Dim1,Dim2
성학대,-0.8401387809393899,-0.12352792340565723
신체학대,0.3126969653103969,-0.24209013361322115
정서학대,0.15463625038487253,0.08140806338657999
방임,0.07486876276009848,0.6708324445126448
