n,jsd_mean,jsd_std,cosine_mean,cosine_std,top1_acc,entropy_true_mean,gap_true_mean
1970,0.08198631581910776,0.09683756846357564,0.8706675132702238,0.18134629222287427,0.667005076142132,0.5141325897963808,0.6137427248227315
