,Dim1,Dim2
성학대,-0.8815264911366453,-0.1031812387898721
신체학대,0.31939715632163973,-0.26291742376566524
정서학대,0.15292960720805018,0.016435830005499256
방임,0.12573658992607392,0.7602399884578328
