word,성학대,신체학대,정서학대,방임
장님,6.0,7.0,14.0,7.0
장래,1.0,5.0,0.0,2.0
장면,5.0,16.0,5.0,4.0
장염,0.0,0.0,1.0,4.0
재미,3.0,10.0,5.0,7.0
재미없다,7.0,13.0,8.0,4.0
재미있다,38.0,51.0,26.0,32.0
재밌다,94.0,162.0,103.0,81.0
재수,1.0,7.0,2.0,2.0
재우다,5.0,2.0,1.0,2.0
재작년,1.0,2.0,4.0,3.0
재혼,0.0,5.0,3.0,2.0
저가,0.0,2.0,0.0,3.0
저녁,10.0,26.0,18.0,36.0
저녁밥,0.0,3.0,1.0,1.0
저러다,1.0,10.0,6.0,4.0
저런,0.0,3.0,6.0,4.0
저렇게,0.0,7.0,4.0,1.0
저렇다,2.0,3.0,3.0,1.0
저리,1.0,1.0,7.0,3.0
저번,55.0,100.0,53.0,49.0
저희,66.0,129.0,89.0,64.0
적다,159.0,334.0,216.0,156.0
적당하다,6.0,4.0,5.0,1.0
적도,46.0,122.0,59.0,53.0
적어도,0.0,6.0,4.0,3.0
적응,1.0,2.0,0.0,4.0
적응하다,0.0,2.0,1.0,4.0
전교,1.0,4.0,5.0,1.0
전날,3.0,5.0,5.0,0.0
전부,6.0,9.0,7.0,2.0
전이,9.0,18.0,4.0,5.0
전인,0.0,2.0,2.0,3.0
전체,3.0,7.0,2.0,0.0
전학,5.0,5.0,5.0,8.0
전혀,2.0,16.0,4.0,9.0
전화,14.0,27.0,14.0,17.0
전화하다,13.0,14.0,6.0,13.0
절대,14.0,27.0,10.0,17.0
절대로,2.0,4.0,1.0,3.0
절반,0.0,8.0,3.0,0.0
점도,1.0,4.0,1.0,1.0
점수,0.0,5.0,3.0,1.0
점심,3.0,3.0,1.0,6.0
점심시간,3.0,10.0,3.0,2.0
점점,6.0,23.0,13.0,7.0
젓가락,0.0,5.0,1.0,0.0
정돈,3.0,1.0,0.0,1.0
정리,2.0,7.0,5.0,8.0
정말,15.0,52.0,33.0,18.0
정말로,1.0,3.0,4.0,1.0
정수리,0.0,3.0,1.0,1.0
정신,3.0,23.0,11.0,5.0
정해지다,4.0,2.0,5.0,0.0
정해진,1.0,3.0,3.0,2.0
정확하다,5.0,4.0,1.0,4.0
젖다,2.0,18.0,2.0,3.0
제대로,8.0,38.0,18.0,19.0
제발,3.0,5.0,6.0,3.0
제빵사,1.0,4.0,0.0,2.0
제일,48.0,101.0,44.0,37.0
젤리,1.0,5.0,0.0,1.0
조각,1.0,3.0,1.0,1.0
조금씩,0.0,6.0,3.0,4.0
조르다,4.0,22.0,7.0,2.0
조립,0.0,3.0,0.0,3.0
조마조마하다,1.0,10.0,1.0,1.0
조심,1.0,3.0,2.0,1.0
조심하다,1.0,9.0,5.0,2.0
조용하다,9.0,35.0,11.0,16.0
조절,0.0,4.0,2.0,0.0
존경,2.0,3.0,0.0,0.0
존재,2.0,9.0,2.0,2.0
졸다,2.0,5.0,2.0,2.0
졸라,0.0,6.0,2.0,0.0
졸리,5.0,7.0,5.0,3.0
졸리다,23.0,38.0,26.0,25.0
종류,1.0,3.0,2.0,0.0
종아리,3.0,26.0,1.0,0.0
종이,3.0,9.0,4.0,7.0
종일,11.0,20.0,16.0,37.0
종종,8.0,22.0,10.0,9.0
좋다,266.0,509.0,302.0,248.0
좋아지다,21.0,47.0,29.0,24.0
좋아하다,136.0,251.0,149.0,108.0
죄송하다,6.0,3.0,5.0,1.0
죄책감,1.0,2.0,2.0,0.0
주거,0.0,5.0,3.0,2.0
주고받다,5.0,0.0,0.0,0.0
주기도,4.0,5.0,5.0,4.0
주다,109.0,231.0,122.0,115.0
주로,23.0,70.0,35.0,11.0
주말,34.0,36.0,24.0,28.0
주먹,8.0,85.0,5.0,10.0
주무시다,0.0,2.0,1.0,5.0
주방,0.0,2.0,2.0,4.0
주변,14.0,21.0,6.0,9.0
주병,0.0,4.0,2.0,3.0
주시,15.0,17.0,12.0,8.0
주식,0.0,3.0,1.0,2.0
주요,0.0,5.0,1.0,3.0
주인,0.0,2.0,3.0,0.0
주인공,4.0,2.0,0.0,1.0
주일,4.0,7.0,3.0,6.0
주저앉다,3.0,2.0,5.0,0.0
죽다,84.0,159.0,133.0,60.0
죽이다,7.0,46.0,33.0,10.0
준비,3.0,10.0,8.0,1.0
준비물,1.0,3.0,4.0,3.0
줄넘기,5.0,7.0,3.0,1.0
줄다,26.0,62.0,31.0,27.0
줄이다,3.0,6.0,3.0,3.0
줍다,1.0,3.0,3.0,3.0
중간,45.0,81.0,25.0,19.0
중요하다,7.0,4.0,2.0,4.0
중이,10.0,6.0,1.0,3.0
중학교,8.0,8.0,10.0,14.0
중학생,4.0,4.0,5.0,7.0
쥐다,4.0,3.0,0.0,1.0
쥐어박다,0.0,3.0,0.0,2.0
즐거움,3.0,3.0,2.0,2.0
즐겁다,119.0,266.0,159.0,116.0
지각,2.0,4.0,3.0,11.0
지갑,1.0,8.0,1.0,3.0
지게,7.0,0.0,0.0,0.0
지겹다,1.0,4.0,0.0,0.0
지고,95.0,3.0,1.0,0.0
지금,90.0,164.0,79.0,91.0
지긋지긋하다,0.0,5.0,1.0,2.0
지기,7.0,0.0,0.0,1.0
지끈,8.0,16.0,13.0,3.0
지나,1.0,4.0,0.0,0.0
지나가다,21.0,25.0,12.0,11.0
지나다,15.0,29.0,18.0,12.0
지난,3.0,6.0,4.0,9.0
지난달,7.0,6.0,1.0,3.0
지난번,5.0,12.0,8.0,5.0
지난주,24.0,64.0,11.0,7.0
지내다,49.0,86.0,53.0,51.0
지다,41.0,91.0,36.0,51.0
지도,0.0,3.0,4.0,7.0
지루하다,0.0,5.0,1.0,0.0
지르다,38.0,191.0,111.0,50.0
지면,4.0,8.0,3.0,3.0
지역,2.0,1.0,1.0,4.0
지옥,2.0,17.0,4.0,1.0
지우다,4.0,0.0,1.0,1.0
지저분하다,0.0,0.0,0.0,6.0
지적,1.0,3.0,3.0,7.0
지지,5.0,0.0,0.0,0.0
지치다,15.0,24.0,22.0,10.0
지켜보다,1.0,5.0,3.0,1.0
지키다,8.0,39.0,23.0,12.0
직업,11.0,22.0,12.0,7.0
직원,2.0,1.0,2.0,1.0
직장,2.0,1.0,0.0,2.0
직전,1.0,7.0,1.0,0.0
직접,13.0,12.0,13.0,12.0
진도,1.0,3.0,3.0,0.0
진심,1.0,3.0,3.0,2.0
진정,1.0,9.0,0.0,0.0
진지하다,3.0,1.0,1.0,1.0
진짜,47.0,130.0,83.0,45.0
질리다,1.0,1.0,2.0,1.0
질문,17.0,30.0,12.0,13.0
집다,12.0,35.0,13.0,13.0
집도,1.0,6.0,0.0,12.0
집안,0.0,4.0,4.0,2.0
집안일,2.0,22.0,7.0,16.0
집어넣다,15.0,1.0,3.0,0.0
집중,15.0,23.0,11.0,5.0
집착,0.0,2.0,3.0,1.0
짓다,19.0,24.0,13.0,7.0
징그럽다,13.0,3.0,2.0,1.0
짜다,1.0,5.0,1.0,3.0
짜증,149.0,324.0,216.0,203.0
짜증나다,6.0,10.0,5.0,5.0
짝꿍,1.0,1.0,2.0,1.0
짧다,1.0,1.0,4.0,1.0
째다,1.0,7.0,2.0,1.0
쪽지,3.0,3.0,0.0,0.0
쪽팔리다,0.0,8.0,3.0,5.0
쫓겨나다,4.0,12.0,9.0,3.0
쫓기다,0.0,9.0,4.0,3.0
쫓아내다,5.0,44.0,33.0,4.0
쫓아오다,22.0,13.0,5.0,4.0
찌다,3.0,0.0,3.0,1.0
찌르다,6.0,14.0,15.0,5.0
찌푸리다,6.0,6.0,4.0,1.0
찍다,82.0,27.0,16.0,12.0
찍히다,1.0,5.0,1.0,1.0
찔리다,3.0,4.0,1.0,1.0
찜질,0.0,11.0,0.0,1.0
찜질방,2.0,1.0,0.0,3.0
찝찝하다,2.0,3.0,1.0,0.0
찡그리다,2.0,6.0,4.0,4.0
찢다,1.0,11.0,4.0,2.0
찢어지다,3.0,23.0,1.0,4.0
차갑다,9.0,8.0,16.0,9.0
차고,4.0,30.0,3.0,3.0
차기,1.0,4.0,0.0,2.0
차다,4.0,47.0,8.0,8.0
차단,6.0,0.0,0.0,0.0
차라리,8.0,17.0,3.0,3.0
차려,1.0,5.0,4.0,14.0
차례,2.0,2.0,1.0,0.0
차리다,5.0,17.0,6.0,3.0
차별,1.0,36.0,26.0,17.0
차분하다,4.0,7.0,0.0,0.0
차분해지다,4.0,1.0,2.0,0.0
차서,1.0,20.0,2.0,1.0
차요,0.0,18.0,3.0,4.0
차이,5.0,13.0,4.0,3.0
착하다,63.0,131.0,79.0,47.0
찬물,0.0,2.0,0.0,4.0
참고,4.0,9.0,3.0,3.0
참관,1.0,0.0,2.0,4.0
참다,39.0,69.0,42.0,51.0
참석,1.0,5.0,0.0,2.0
참여,1.0,3.0,1.0,2.0
창고,0.0,1.0,4.0,0.0
창문,1.0,4.0,4.0,3.0
창피하다,14.0,10.0,10.0,6.0
창피해,2.0,3.0,3.0,6.0
찾다,13.0,16.0,15.0,9.0
찾아가다,4.0,2.0,1.0,0.0
찾아보다,4.0,4.0,2.0,1.0
찾아오다,13.0,25.0,9.0,3.0
채다,4.0,2.0,0.0,1.0
채우다,1.0,2.0,1.0,2.0
채팅,19.0,1.0,0.0,3.0
책상,3.0,11.0,7.0,5.0
책임지다,1.0,1.0,0.0,3.0
챙기다,64.0,125.0,73.0,95.0
처럼,2.0,3.0,1.0,2.0
처음,121.0,130.0,32.0,36.0
처지다,4.0,1.0,3.0,0.0
천천히,2.0,7.0,4.0,0.0
첫째,0.0,5.0,1.0,3.0
청소,6.0,34.0,12.0,17.0
청소기,0.0,5.0,0.0,0.0
청아,0.0,2.0,2.0,1.0
체육,11.0,14.0,10.0,3.0
체육관,5.0,1.0,1.0,0.0
쳐다보다,13.0,23.0,14.0,9.0
초등학교,7.0,16.0,10.0,9.0
초등학생,2.0,0.0,5.0,2.0
초반,0.0,2.0,1.0,2.0
촬영,3.0,0.0,2.0,0.0
최고,4.0,3.0,5.0,1.0
최근,28.0,46.0,16.0,11.0
최대,1.0,7.0,0.0,0.0
최대한,5.0,4.0,2.0,1.0
최악,0.0,3.0,2.0,0.0
추다,7.0,14.0,9.0,5.0
추천,0.0,4.0,0.0,1.0
축구,12.0,96.0,56.0,25.0
축구선수,0.0,15.0,3.0,2.0
축축하다,2.0,1.0,2.0,1.0
출근,4.0,8.0,1.0,3.0
출장,4.0,2.0,1.0,4.0
춤추다,11.0,15.0,5.0,5.0
춥다,1.0,2.0,3.0,4.0
충격,1.0,1.0,2.0,1.0
충분하다,0.0,4.0,1.0,1.0
취급,1.0,6.0,6.0,7.0
취하,1.0,10.0,2.0,3.0
취한,0.0,9.0,3.0,6.0
취해,1.0,18.0,8.0,11.0
치가,1.0,1.0,3.0,0.0
치기,3.0,5.0,3.0,2.0
치다,26.0,76.0,33.0,29.0
치료,9.0,70.0,6.0,11.0
치료받다,12.0,38.0,1.0,2.0
치르다,2.0,1.0,1.0,1.0
치면,3.0,13.0,7.0,5.0
치밀다,4.0,2.0,1.0,0.0
치우다,0.0,7.0,4.0,2.0
치킨,0.0,6.0,3.0,7.0
친구,227.0,423.0,253.0,235.0
친아빠,4.0,4.0,0.0,1.0
친엄마,0.0,8.0,6.0,1.0
친절하다,30.0,85.0,36.0,34.0
친척,4.0,1.0,2.0,0.0
친하다,47.0,121.0,47.0,51.0
친해지다,7.0,9.0,6.0,5.0
칠판,0.0,8.0,1.0,1.0
침대,20.0,12.0,5.0,8.0
칭찬,31.0,42.0,30.0,11.0
카드,4.0,3.0,2.0,7.0
카톡,5.0,6.0,4.0,1.0
카페,30.0,18.0,18.0,10.0
캐릭터,6.0,5.0,3.0,5.0
캐치,1.0,5.0,4.0,2.0
캠핑,1.0,7.0,0.0,2.0
커다랗다,1.0,4.0,0.0,0.0
커서,13.0,26.0,20.0,16.0
커지다,0.0,6.0,2.0,3.0
커터칼,6.0,2.0,3.0,2.0
컨디션,3.0,9.0,7.0,2.0
컴퓨터,8.0,30.0,7.0,13.0
켜다,2.0,3.0,4.0,0.0
코뼈,0.0,7.0,1.0,0.0
코인,10.0,2.0,3.0,3.0
코치,0.0,5.0,0.0,0.0
코피,0.0,11.0,4.0,0.0
콕콕,0.0,5.0,7.0,6.0
쿡쿡,1.0,1.0,1.0,4.0
쿵쾅거리다,6.0,6.0,4.0,1.0
쿵쿵,3.0,5.0,1.0,2.0
크게,20.0,59.0,28.0,22.0
크다,26.0,67.0,30.0,29.0
큰누나,0.0,3.0,4.0,1.0
큰소리,1.0,7.0,4.0,3.0
