config,backend,pos_tags,remove_single_char,ok,n_words_table,n_words_in_ca,total_inertia,dim1_pct,dim2_pct,procrustes_disparity_vs_ref,procrustes_r2_vs_ref,procrustes_rmsd_vs_ref,jaccard_top_words_vs_ref
BASE_okt_NVA_rm1,okt,Noun+Verb+Adjective,1,1,2280,200,0.37796928411159003,54.827140028022626,33.60656630396531,1.6370404527291505e-32,1.0,4.5236053827798003e-17,1.0
rm1_OFF,okt,Noun+Verb+Adjective,0,1,2563,200,0.39898639131576646,54.49802883316741,33.73931455123288,0.0008557148121710566,0.9991442851878289,0.010342357154990446,0.7543859649122807
POS_NOUN_only,okt,Noun,1,1,1565,200,0.35292598322862817,53.242880315340614,32.60203841710647,0.0027712288796421787,0.9972287711203578,0.01861192117851546,0.47601476014760147
POS_NVA+Adv,okt,Noun+Verb+Adjective+Adverb,1,1,2348,200,0.37315464286655975,54.81328154318784,33.76495642146601,1.5799532423296436e-05,0.9999842004675767,0.001405326137560977,0.9900497512437811
tokenizer_whitespace,whitespace,Noun+Verb+Adjective,1,1,6111,200,0.5968321965872841,56.82521319235222,33.14763179501883,0.009782821208162849,0.9902171787918371,0.034969310130746875,0.0610079575596817
