,Dim1,Dim2
성학대,-0.8601105036567923,-0.033265597381399545
신체학대,0.28503504404192126,-0.2790608446689009
정서학대,0.15579681524962347,-0.034408282637620406
방임,0.21513442653994622,0.7232691666796565
