word
만지다
지고
때리다
맞다
빨래
입다
아저씨
뽀뽀
가슴
사진
찍다
넣다
성기
냄새
배고프다
벗다
벗기다
못_먹다
이상하다
병원
팬티
처음
만난
신발
바지
안_챙기다
굶다
상처
내다
바쁘다
피멍
주먹
안_들어오다
속옷
연락
대학생
더럽다
작다
채팅
다리
안_써다
관심
안_놀다
팔이
말로
안_오다
먹다
엉덩이
머리
손가락
소중하다
오빠
잔소리
무섭다
생각나다
강제
고프다
키스
들다
성적
집어넣다
부분
치료
화난
관계
지르다
무조건
못_가다
신경
던지다
아무
고추
안_돌보다
종일
웃다
수치
바르다
변태
화나다
떠오르다
보내다
온몸
빨갛다
보여주다
안_데려가다
나가요
안_주다
못_움직이다
음식
노래방
이번
비교
소름
달라
손바닥
뭐라다
소리
깁스
비슷하다
메시지
성폭행
인스타
끌어안다
나이
얼굴
영상통화
쫓아내다
할아버지
막대기
풀이
학원
축구
안_써주다
안_행동
저녁
비싸다
이후
잡고
작아지다
스럽다
나가다
부러지다
놀리다
왕따
당하다
치료받다
넣기
지게
징그럽다
파리채
집도
못_오다
버스
돋다
안_만지다
지저분하다
종아리
차려
부다
멍청하다
이유
못_챙기다
심하다
경찰
쫓아오다
차다
마구
안_쓰다
버리다
식은땀
안_사주다
만나다
사귀다
지난주
씻다
생리
차단
해달라다
그때
닿다
용돈
새엄마
화낼
보라
안_들다
기사
지기
죽다
짜증
올리다
안_혼나다
대고
아래
나무
문자
벌리다
회초리
따라오다
보살피다
부위
싸우다
막말
잡다
효자손
방망이
아깝다
끔찍하다
안_듣다
카페
자꾸
별로
설사
신고
뛰다
쓰레기
골프채
밤늦다
가두다
비비다
운전기사
