,Dim1,Dim2
성학대,-1.081060986326473,-0.1686801753969725
신체학대,0.4193458821141653,-0.2930145327975678
정서학대,0.10690972410593426,0.1519410105051845
방임,0.10943320798451767,0.962940435627578
